,0
1956,6i8m
1957,1td7
1958,2rny
1959,6gdy
1960,6apr
1961,1f8e
1962,2avm
1963,5uxf
1964,2zu4
1965,5d75
1966,6gxb
1967,4rt1
1968,2vw1
1969,5mmg
1970,3ip8
1971,3bft
1972,3zzf
1973,2i4d
1974,2oi9
1975,5y1u
1976,4p0a
1977,5etk
1978,6aaq
1979,3qnj
1980,3zcl
1981,2kgi
1982,5wqc
1983,2onz
1984,3d9l
1985,4r74
1986,1aqi
1987,3f9y
1988,2iko
1989,6ouv
1990,10gs
1991,1jwu
1992,4xoe
1993,4zyv
1994,4ynl
1995,1mai
1996,5e28
1997,3twu
1998,3wq6
1999,3ekx
2000,4lxd
2001,5vsc
2002,2yk1
2003,5lws
2004,1ndw
2005,3n8n
2006,1vyq
2007,1o5p
2008,4mp7
2009,6g34
2010,5jzy
2011,6r4s
2012,1zhy
2013,1xt8
2014,5tt3
2015,5d6j
2016,1rww
2017,3h85
2018,1sdu
2019,2zdk
2020,4tjz
2021,2rt5
2022,1vkj
2023,2afx
2024,2ima
2025,4f3i
2026,4oef
2027,4cd5
2028,3dgl
2029,4abi
2030,5mgk
2031,2vvc
2032,6bj3
2033,4g8v
2034,2y8l
2035,3d1g
2036,6fe0
2037,1jcx
2038,3gcq
2039,4k6t
2040,4k7n
2041,6hgi
2042,6dh3
2043,6aji
2044,6fdt
2045,3zh8
2046,1bcj
2047,1amw
2048,5mno
2049,3sw2
2050,6bmi
2051,4ks3
2052,1g2o
2053,1eat
2054,4x6s
2055,4riv
2056,5yy6
2057,2o4j
2058,4np9
2059,2qky
2060,1rql
2061,6ayq
2062,4wci
2063,1mdl
2064,5nn6
2065,2q8h
2066,3n9r
2067,2aez
2068,1e5j
2069,4yk0
2070,2baj
2071,2fuu
2072,3e81
2073,3myq
2074,2flr
2075,3uoj
2076,1lqe
2077,5dhh
2078,4u5l
2079,6cyi
2080,2usn
2081,2jsd
2082,5htl
2083,5d24
2084,4x11
2085,1kdk
2086,1yz3
2087,3v3b
2088,5zbz
2089,6dh5
2090,2znu
2091,5acx
2092,2pq9
2093,1mxo
2094,1r9l
2095,3ip6
2096,3a1d
2097,4his
2098,4z6i
2099,1dar
2100,4mga
2101,5v6y
2102,3v51
2103,2lk1
2104,4xtv
2105,2bgn
2106,2wgj
2107,4w9p
2108,3nf3
2109,3udv
2110,3t09
2111,2rk8
2112,5y7w
2113,2y4s
2114,1ypg
2115,5n18
2116,6pyc
2117,3miy
2118,2r0z
2119,1r6n
2120,2fb8
2121,3a2o
2122,3o9g
2123,5a6k
2124,1jeu
2125,4ezr
2126,1g3e
2127,2pu1
2128,6d28
2129,5yum
2130,1gi6
2131,5n0d
2132,6h4a
2133,5w5s
2134,3zbx
2135,1owi
2136,1pu8
2137,3gqz
2138,8abp
2139,5cy9
2140,3d7b
2141,5icz
2142,6cex
2143,1a1e
2144,4wvl
2145,6dh8
2146,4c71
2147,2hl4
2148,6euc
2149,6cea
2150,2j6m
2151,4x3s
2152,4wkt
2153,3qnd
2154,3krd
2155,5o55
2156,4vgc
2157,6agg
2158,5mme
2159,1n0s
2160,1v1m
2161,4nrk
2162,4emt
2163,2hdx
2164,6n78
2165,3d1v
2166,3cyu
2167,4bqh
2168,5t52
2169,4xbo
2170,1yyy
2171,3u0d
2172,4ezy
2173,6ex1
2174,4iva
2175,2b17
2176,3f8f
2177,5unj
2178,5v4b
2179,4oz1
2180,4w9d
2181,4hod
2182,2vi5
2183,6n9t
2184,1kpm
2185,6qmj
2186,4cg8
2187,1pwq
2188,3tct
2189,4y8x
2190,3s76
2191,4je8
2192,5kr0
2193,4hxw
2194,1tkc
2195,6om2
2196,4fvr
2197,6mqe
2198,4oi6
2199,6miy
2200,2l11
2201,3qj0
2202,4xo8
2203,4qtb
2204,1tvo
2205,5v7a
2206,1xb7
2207,4u7t
2208,4ccd
2209,3k8q
2210,1los
2211,5ei3
2212,5xjm
2213,5aqf
2214,5zdb
2215,5fou
2216,6oos
2217,4l58
2218,3lbk
2219,1jmg
2220,1zoe
2221,4iue
2222,3e9h
2223,5vr8
2224,2x85
2225,2jqi
2226,2qta
2227,4urv
2228,4zs9
2229,6c0s
2230,2xj2
2231,5e3d
2232,1b6l
2233,1f0s
2234,4dds
2235,1a1b
2236,6np4
2237,4oag
2238,5n7x
2239,5byi
2240,4b2i
2241,2zn7
2242,1lqd
2243,6gzm
2244,1tsm
2245,4tz8
2246,4yth
2247,3eou
2248,1j17
2249,4eej
2250,3mfv
2251,6axj
2252,6afk
2253,3wtm
2254,1kc5
2255,6i4x
2256,2lsr
2257,4j79
2258,6h34
2259,3al3
2260,6nfi
2261,5iez
2262,1s50
2263,6afl
2264,4gqq
2265,6eq1
2266,2b9a
2267,3t83
2268,4ono
2269,6cf7
2270,5mxf
2271,4klv
2272,5qb0
2273,5twj
2274,6bcr
2275,4re3
2276,4q6f
2277,4u7o
2278,5c2o
2279,3k5i
2280,6fba
2281,6elo
2282,2zkj
2283,6h13
2284,2ptz
2285,2rol
2286,2hds
2287,6oxr
2288,5ou1
2289,5ufs
2290,4m5j
2291,3tmk
2292,4nks
2293,2weq
2294,6fiv
2295,3vhc
2296,5l4m
2297,4xnw
2298,4p6c
2299,5tqg
2300,3sv2
2301,6gu6
2302,4jyv
2303,1udu
2304,6b1f
2305,2c4w
2306,4ztr
2307,5iql
2308,6ql3
2309,3bu6
2310,6o9d
2311,3rdv
2312,3sue
2313,2eg7
2314,1ywh
2315,4wov
2316,3r24
2317,1ukh
2318,1ke0
2319,6gvz
2320,4azi
2321,4u6e
2322,6c2r
2323,2a4w
2324,5htb
2325,1ozv
2326,5cbr
2327,6hzd
2328,1oz0
2329,2zcs
2330,3ryy
2331,4owv
2332,6j1l
2333,1jvu
